Title,Year,Duration,Rated,IMDB Rating,Number of Ratings,Description,Genre,Runtime,Director,Writer,Actors,Rating,Awards,Descrption,action,adventure,animation,art,biography,comedy,crime,dark comedy,documentary,drama,epic,family,fantasy,fiction,history,historical drama,horror,music,musical,mystery,noir,romance,romantic comedy,science fiction,sport,thriller,war,western,dark_comedy,historical_drama,romantic_comedy,science_fiction
A Prairie Home Companion,2006,1h 45m,PG,6.7,24K,"1h 45m
PG-13
6.7
 (24K)
Rate
75
Metascore
A look at what goes on backstage during the last broadcast of America's most celebrated radio show, where singing cowboys Dusty and Lefty, a country music siren, and a host of others hold court.",,,,,,,,,0.0,0.0,0.0,0.05,0.1,0.7,0.0,0.15,0.2,0.6,0.0,0.1,0.0,0.95,0.25,0.15,0.0,0.9,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
High Society,1956,1h 51m,R,6.9,18K,"1h 51m
Approved
6.9
 (18K)
Rate
65
Metascore
With socialite Tracy Lord about to remarry, her ex-husband - with the help of a sympathetic reporter - has 48 hours to convince her that she really still loves him.",,,,,,,,,0.01,0.01,0.0,0.05,0.05,0.85,0.01,0.15,0.0,0.65,0.01,0.01,0.0,1.0,0.05,0.1,0.0,0.75,0.95,0.01,0.0,0.9,0.9,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
Murder in the First,1995,2h 2m,R,7.3,31K,"2h 2m
R
7.3
 (31K)
Rate
An eager and idealistic young attorney defends an Alcatraz prisoner accused of murdering a fellow inmate. The extenuating circumstances: his client had just spent over three years in solitary confinement.",,,,,,,,,0.2,0.0,0.0,0.05,0.0,0.0,0.95,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Car Wash,1976,1h 37m,PG,6.2,,"1h 37m
PG
6.2
 (8.5K)
Rate
71
Metascore
A comedic take on the daily life of car-wash employees, chronicling their hopes, fears, joys, dreams, and tribulations, and meeting some eccentric customers along the way.",,,,,,,,,0.05,0.0,0.0,0.15,0.0,0.85,0.0,0.6,0.0,0.4,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tales from the Darkside: The Movie,1990,1h 33m,R,6.2,20K,"1h 33m
R
6.2
 (20K)
Rate
54
Metascore
To stall a witch plotting to eat him, a boy reads her horror tales dealing with a collegian's resurrection of a mummy, a murderous cat, and an artist's pact with a gargoyle.",,,,,,,,,0.2,0.15,0.0,0.25,0.05,0.4,0.1,0.0,0.0,0.7,0.05,0.1,0.55,0.95,0.05,0.0,0.8,0.1,0.0,0.65,0.15,0.05,0.0,0.0,0.0,0.75,0.0,0.0,0.6,0.05,0.0,0.3
You Can Count on Me,2000,1h 51m,R,7.5,32K,"1h 51m
R
7.5
 (32K)
Rate
85
Metascore
A single mother's life is thrown into turmoil after her struggling, rarely seen younger brother returns to town.",,,,,,,,,0.05,0.01,0.0,0.1,0.0,0.05,0.02,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.15,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.0
Cadillac Man,1990,1h 37m,R,5.7,16K,"1h 37m
R
5.7
 (16K)
Rate
50
Metascore
Joey gets 2 days to sell 12 cars to keep his job and keep his girlfriends happy. It gets worse. He's juggling 3 buyers when a guy with a machine gun crashes into the car dealership and takes everybody hostage.",,,,,,,,,0.1,0.05,0.0,0.15,0.0,0.7,0.05,0.65,0.0,0.3,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.2,0.0
Pure Nude Yoga: Zen Garden Goddess,2011,56m,G,5.9,281,"56m
Not Rated
5.9
 (281)
Rate
Explores the practice of yoga without the confinement of clothing. Beautiful 26 year old Yogini Wenona gracefully moves through a series of nude poses in a serene verdant Zen Garden.",,,,,,,,,0.01,0.01,0.0,0.2,0.05,0.1,0.0,0.05,0.45,0.15,0.0,0.0,0.0,0.4,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Girl in the Park,2007,1h 50m,G,6.3,,"1h 50m
R
6.3
 (4.2K)
Rate
Still traumatized by the disappearance of her three-year-old daughter 15 years ago, Julia Sandburg's old psychic wounds painfully resurface when she meets Louise; a troubled young woman with a checkered past.",,,,,,,,,0.05,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.1,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
Jackass: The Movie,2002,1h 25m,R,6.6,103K,"1h 25m
R
6.6
 (103K)
Rate
42
Metascore
Johnny Knoxville and his band of maniacs perform a variety of stunts and gross-out gags on the big screen for the first time.",,,,,,,,,0.75,0.1,0.0,0.0,0.0,0.95,0.0,0.8,0.0,0.05,0.0,0.3,0.0,0.95,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
What Comes Around,2022,1h 25m,R,5.3,,"1h 25m
5.3
 (1.9K)
Rate
In this immersive thriller directed by Amy Redford, a young love affair becomes a menacing game of cat and mouse. Nothing and no one are as they seem.",,,,,,,,,0.05,0.01,0.0,0.03,0.05,0.1,0.15,0.12,0.0,0.7,0.0,0.0,0.0,1.0,0.05,0.0,0.0,0.01,0.0,0.2,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.05,0.1,0.0
The Zookeeper's Wife,2017,2h 7m,PG,7.0,48K,"2h 7m
PG-13
7.0
 (48K)
Rate
57
Metascore
Keepers of the Warsaw Zoo, Antonina and Jan Zabinski, must save hundreds of people and animals during the Nazi invasion in WWII Poland.",,,,,,,,,0.1,0.15,0.0,0.2,0.95,0.05,0.0,0.0,0.0,0.9,0.1,0.2,0.0,1.0,0.9,0.0,0.0,0.05,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.15,0.1,0.0,0.0,0.95,0.0,0.0
Tekken,2010,1h 32m,R,4.8,29K,"1h 32m
R
4.8
 (29K)
Rate
Jin Kazama witnesses the death of his mother Jun by Tekken in the slums known as Anvil. After finding a Tekken ID he decides to seek out vengeance for his mother's death.",,,,,,,,,0.95,0.6,0.0,0.1,0.2,0.15,0.05,0.0,0.0,0.4,0.25,0.3,0.1,0.9,0.05,0.0,0.0,0.1,0.0,0.15,0.0,0.05,0.0,0.0,0.0,0.7,0.0,0.0,0.1,0.05,0.0,0.1
White Nights,1985,2h 16m,PG,6.7,,"2h 16m
PG-13
6.7
 (8.5K)
Rate
46
Metascore
A Russian American ballet dancer's airplane is forced to land in USSR, where he's ""repatriated"". He stays with an American man married to a Russian. Will the American help him flee USSR?",,,,,,,,,0.01,0.01,0.0,0.25,0.02,0.05,0.01,0.0,0.0,0.75,0.02,0.0,0.0,0.95,0.01,0.0,0.0,0.15,0.0,0.02,0.0,0.8,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.02,0.02,0.0
Auto Focus,2002,1h 45m,R,6.7,15K,"1h 45m
R
6.7
 (15K)
Rate
66
Metascore
The life of TV star Bob Crane and his strange friendship with electronics expert John Henry Carpenter.",,,,,,,,,0.0,0.0,0.0,0.05,0.3,0.0,0.0,0.0,0.95,0.2,0.0,0.0,0.0,0.95,0.4,0.35,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Cheerleaders,1973,1h 24m,R,5.4,,"1h 24m
R
5.4
 (1.6K)
Rate
A group of cheerleaders from the local high school decide to show their school spirit for their football team by sleeping with the opponents the night before the game so that they can be so worn out the opposition won't be able to play.",,,,,,,,,0.05,0.0,0.0,0.1,0.0,0.2,0.0,0.15,0.0,0.4,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stone Cold,1991,1h 32m,R,6.1,10K,"1h 32m
R
6.1
 (10K)
Rate
42
Metascore
A tough Alabama cop is blackmailed by the FBI into going undercover in a violent Mississippi biker gang.",,,,,,,,,0.85,0.0,0.0,0.05,0.7,0.1,0.9,0.15,0.0,0.8,0.0,0.0,0.0,1.0,0.7,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.75,0.0,0.0
The Twisters,2024,1h 26m,R,2.5,271,"1h 26m
Not Rated
2.5
 (271)
Rate
Dozens of deadly tornadoes converge in the Midwest, merging into a mega twister set to obliterate everything for hundreds of miles.",,,,,,,,,0.75,0.6,0.0,0.05,0.0,0.1,0.0,0.0,0.9,0.2,0.15,0.25,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Factory Girl,2006,1h 30m,G,6.3,23K,"1h 30m
R
6.3
 (23K)
Rate
45
Metascore
Based on the rise and fall of socialite Edie Sedgwick, concentrating on her relationships with Andy Warhol and a folk singer.",,,,,,,,,0.0,0.0,0.0,0.65,0.95,0.1,0.05,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.7,0.0,0.0,0.2,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.9,0.0,0.0
Monster Trucks,2016,1h 44m,PG,5.7,19K,"1h 44m
PG
5.7
 (19K)
Rate
41
Metascore
A young man working at a small town junkyard discovers and befriends a creature which feeds on oil being sought by a fracking company.",,,,,,,,,0.7,0.85,0.0,0.05,0.0,0.6,0.0,0.55,0.0,0.4,0.2,0.75,0.7,1.0,0.0,0.0,0.1,0.15,0.0,0.1,0.0,0.1,0.0,0.9,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
To End All Wars,2001,1h 57m,R,6.9,12K,"1h 57m
R
6.9
 (12K)
Rate
During World War II, four Allied POWs endure harsh treatment from their Japanese captors while being forced to build a railroad through the Burmese jungle.",,,,,,,,,0.2,0.05,0.0,0.05,0.8,0.0,0.05,0.0,0.7,0.9,0.6,0.0,0.0,0.95,0.95,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,0.98,0.0,0.0,0.9,0.0,0.0
Short Circuit 2,1988,1h 50m,PG,5.7,27K,"1h 50m
PG
5.7
 (27K)
Rate
Robot Johnny Five comes to the city and gets manipulated by criminals who want him for their own purposes.",,,,,,,,,0.85,0.7,0.0,0.05,0.0,0.6,0.0,0.3,0.0,0.2,0.0,0.65,0.1,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Eddie and the Cruisers,1983,1h 35m,PG,6.9,,"s rock band whose long-lost leader Eddie Wilson may still be alive, while searching for the missing tapes of the band's never-released album.",,,,,,,,,0.2,0.05,0.0,0.15,0.1,0.1,0.25,0.05,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.85,0.6,0.1,0.1,0.4,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
Dark Passage,1947,1h 46m,R,7.5,23K,"1h 46m
Approved
7.5
 (23K)
Rate
68
Metascore
A man convicted of murdering his wife escapes from prison and works with a woman to try to prove his innocence.",,,,,,,,,0.1,0.0,0.0,0.2,0.0,0.0,0.75,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.95,0.9,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Vera Drake,2004,2h 5m,R,7.6,27K,s Britain--a conflict that leads to tragedy for her family.,,,,,,,,,0.0,0.0,0.0,0.65,0.1,0.0,0.15,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.8,0.9,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Feel the Beat,2020,1h 49m,G,6.3,14K,"1h 49m
TV-G
6.3
 (14K)
Rate
After failing to find success on Broadway, April returns to her hometown and reluctantly is recruited to train a misfit group of young dancers for a big competition.",,,,,,,,,0.05,0.01,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.15,0.0,0.01,0.0,1.0,0.0,0.0,0.0,0.95,0.85,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clawfoot,2023,1h 27m,R,4.7,440,"1h 27m
4.7
 (440)
Rate
Follows a housewife psychologically terrorized by a manipulative contractor, leading to a twisted battle of wits with deliciously unexpected results.",,,,,,,,,0.2,0.1,0.0,0.15,0.0,0.05,0.1,0.0,0.0,0.4,0.0,0.0,0.0,0.95,0.1,0.0,0.25,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.05,0.15,0.0,0.0
The Center of the World,2001,1h 28m,Unrated,5.8,,"1h 28m
Unrated
5.8
 (5.3K)
Rate
44
Metascore
A successful computer engineer meets a stripper in a cafe. He offers her $10,000 and she offers three days and nights of no penetration in Vegas.",,,,,,,,,0.0,0.05,0.0,0.15,0.2,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.95,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0
Tomb Raider 2,2018,,R,,,reboot.,,,,,,,,,0.95,0.92,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.6,0.2,0.15,0.1,1.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
The Anderson Tapes,1971,1h 39m,G,6.4,,"1h 39m
GP
6.4
 (9.1K)
Rate
61
Metascore
After ten years in prison to protect a mafia family, Duke Anderson is released and he cashes in a debt of honor with the mob to bankroll a caper.",,,,,,,,,0.01,0.0,0.0,0.15,0.75,0.0,0.05,0.0,0.95,0.8,0.0,0.0,0.0,0.95,0.8,0.7,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guns of Diablo,1964,1h 31m,G,5.6,908,"1h 31m
Not Rated
5.6
 (908)
Rate
Wagon train scout Linc Murdock reminisces about his old feud with rancher Rance Macklin over pretty Maria during the time when Linc worked for the Macklin ranch.",,,,,,,,,0.85,0.7,0.0,0.1,0.05,0.05,0.2,0.0,0.0,0.3,0.15,0.0,0.05,0.95,0.25,0.0,0.0,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.9,0.0,0.2,0.0,0.0
Absentia,2011,1h 27m,R,5.8,21K,"1h 27m
R
5.8
 (21K)
Rate
A woman and her sister begin to link a mysterious tunnel to a series of disappearances, including that of her own husband.",,,,,,,,,0.2,0.05,0.0,0.05,0.1,0.0,0.6,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Satan's Little Helper,2004,1h 36m,R,5.3,7K,"1h 36m
R
5.3
 (7K)
Rate
A naive young boy unknowingly becomes the pawn of a serial killer.",,,,,,,,,0.05,0.0,0.0,0.1,0.0,0.0,0.05,0.15,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Donovan's Reef,1963,1h 49m,R,6.7,10K,"1h 49m
Approved
6.7
 (10K)
Rate
64
Metascore
In an ideal society on a picturesque South Seas isle, diverse people live in harmony until an outsider disrupts the balance.",,,,,,,,,0.05,0.1,0.0,0.2,0.0,0.05,0.0,0.0,0.0,0.6,0.0,0.15,0.0,1.0,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0
Agent Recon,2024,1h 25m,R,2.4,508,"1h 25m
2.4
 (508)
Rate
Alastair, the captain of a covert Earth security force, calls in super-powered rookie Jim to join a mission led by Colonel Green and his skilled Marines to track down a mysterious energy disturbance at a base in New Mexico.",,,,,,,,,0.95,0.7,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Anna and the King,1999,2h 28m,PG,6.7,39K,s.,,,,,,,,,0.05,0.1,0.0,0.15,0.85,0.1,0.0,0.0,0.0,0.8,0.1,0.2,0.0,0.9,0.9,0.0,0.0,0.1,0.15,0.05,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0
Siren,2016,1h 22m,R,5.3,,"1h 22m
Not Rated
5.3
 (7.9K)
Rate
54
Metascore
A bachelor party becomes a savage fight for survival when the groomsmen unwittingly unleash a fabled predator upon the festivities.",,,,,,,,,0.2,0.15,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.4,0.0,0.0,0.05,0.95,0.05,0.0,0.15,0.1,0.0,0.25,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.05,0.0,0.0
Bob & Carol & Ted & Alice,1969,1h 45m,R,6.7,,"1h 45m
R
6.7
 (7.6K)
Rate
72
Metascore
Trendy West Coasters Bob and Carol are determined to embrace complete openness after a weekend of emotional honesty at a retreat.",,,,,,,,,0.0,0.0,0.0,0.1,0.0,0.95,0.05,0.8,0.0,0.7,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.05,0.1,0.15,0.0,0.9,0.98,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Billy Jack,1971,1h 54m,G,6.2,,"1h 54m
GP
6.2
 (6.7K)
Rate
50
Metascore
Ex-Green Beret hapkido expert saves wild horses from being slaughtered for dog food and helps protect a desert ""freedom school"" for runaway.",,,,,,,,,0.85,0.3,0.0,0.1,0.05,0.2,0.15,0.1,0.0,0.7,0.25,0.1,0.0,1.0,0.05,0.1,0.05,0.15,0.0,0.1,0.05,0.05,0.0,0.0,0.0,0.4,0.1,0.6,0.0,0.0,0.0,0.0
2:22,2017,1h 38m,PG,5.7,26K,"1h 38m
PG-13
5.7
 (26K)
Rate
A man's life is derailed when an ominous pattern of events repeats itself in exactly the same manner every day, ending at precisely 2:22 p.m.",,,,,,,,,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pretty Maids All in a Row,1971,1h 31m,R,6.1,,"1h 31m
R
6.1
 (2.8K)
Rate
California State Police Captain Sam Surcher investigates a string of teenage-girl murders at Oceanfront High School.",,,,,,,,,0.05,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.85,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jane Got a Gun,2015,1h 38m,G,5.9,24K,"1h 38m
R
5.9
 (24K)
Rate
49
Metascore
A woman asks her ex-lover for help in order to save her outlaw husband from a gang out to kill him.",,,,,,,,,0.85,0.05,0.0,0.1,0.0,0.1,0.3,0.15,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.2,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Out in the Dark,2012,1h 36m,R,7.5,,"1h 36m
Not Rated
7.5
 (9.4K)
Rate
69
Metascore
A drama centered on the love affair between two men on opposite sides of the Mid-East conflict: Palestinian student Nimer and Roy, an Israeli lawyer.",,,,,,,,,0.05,0.0,0.0,0.1,0.0,0.0,0.15,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.05,0.0,0.0,0.0
The Last Man on Earth,1964,1h 26m,R,6.7,22K,"1h 26m
Not Rated
6.7
 (22K)
Rate
When a disease turns all of humanity into the living dead, the last man on earth becomes a reluctant vampire hunter.",,,,,,,,,0.1,0.15,0.0,0.05,0.0,0.6,0.0,0.0,0.0,0.4,0.0,0.2,0.05,0.95,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.55,0.0,0.0,0.2
Heartburn,1986,1h 48m,R,6.1,13K,"1h 48m
R
6.1
 (13K)
Rate
49
Metascore
She's a magazine writer who gives up her career for love and family. He's a playboy newspaper columnist who can't quite give up his old tricks. And if that combination doesn't give a relationship Heartburn, nothing will.",,,,,,,,,0.0,0.0,0.0,0.01,0.0,0.65,0.0,0.7,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.75,0.0
Shock and Awe,2017,1h 30m,R,6.4,9K,"are skeptical of the President's claim that Saddam Hussein has ""weapons of mass destruction.""",,,,,,,,,0.85,0.0,0.0,0.05,0.1,0.0,0.2,0.0,0.95,0.6,0.0,0.0,0.0,0.95,0.9,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.2,0.0,0.0,0.0,0.0,0.0
From Paris with Love,2010,1h 32m,R,6.4,123K,"1h 32m
R
6.4
 (123K)
Rate
42
Metascore
In Paris, a young employee in the office of the US Ambassador hooks up with an American spy looking to stop a terrorist attack in the city.",,,,,,,,,0.75,0.2,0.0,0.05,0.0,0.05,0.6,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Ghost Story,1981,1h 50m,G,6.3,10K,"1h 50m
R
6.3
 (10K)
Rate
Two generations of men find themselves haunted by the presence of a spectral woman. When the son of one of the elderly men returns to his hometown after his brother's mysterious death, they attempt to unravel her story.",,,,,,,,,0.05,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.1,0.2,1.0,0.1,0.1,0.3,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Horror Express,1972,1h 28m,R,6.5,13K,"1h 28m
R
6.5
 (13K)
Rate
68
Metascore
While on the Trans-Siberian Express, an anthropologist and his rival must contain the threat posed by the former's cargo: a prehistoric ape which is the host for a parasitic life-form.",,,,,,,,,0.1,0.05,0.0,0.05,0.0,0.0,0.15,0.0,0.0,0.4,0.0,0.0,0.0,0.95,0.2,0.25,0.85,0.05,0.0,0.7,0.05,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Blind Fury,1989,1h 26m,R,6.3,19K,"1h 26m
R
6.3
 (19K)
Rate
31
Metascore
A blind Vietnam vet, trained as a swordfighter, comes to America and helps to rescue the son of a fellow soldier.",,,,,,,,,0.95,0.0,0.0,0.05,0.0,0.0,0.8,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
Backtrace,2018,1h 32m,R,3.8,,"1h 32m
R
3.8
 (5.6K)
Rate
34
Metascore
The lone surviving thief of a violent bank robbery is sprung from a high security facility and administered an experimental drug.",,,,,,,,,0.2,0.05,0.0,0.15,0.0,0.0,0.3,0.0,0.0,0.4,0.0,0.0,0.0,0.95,0.1,0.1,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Joysticks,1983,1h 28m,R,4.5,,"1h 28m
R
4.5
 (2.8K)
Rate
When a top local businessman and his two bumbling nephews try to shut down the town's only video arcade, arcade employees and patrons fight back.",,,,,,,,,0.2,0.05,0.0,0.15,0.0,0.3,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0
The Titan,2018,1h 37m,R,4.8,34K,"1h 37m
TV-MA
4.8
 (34K)
Rate
33
Metascore
A military family takes part in a ground-breaking experiment of genetic evolution and space exploration.",,,,,,,,,0.75,0.6,0.0,0.05,0.8,0.0,0.0,0.0,0.0,0.9,0.7,0.1,0.0,1.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0
Shocker,1989,1h 49m,R,5.5,18K,"1h 49m
R
5.5
 (18K)
Rate
51
Metascore
After being sent to the electric chair, a serial killer uses electricity to come back from the dead and carry out his vengeance on the football player who turned him in to the police.",,,,,,,,,0.75,0.05,0.0,0.1,0.0,0.0,0.8,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.95,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Dashing Through the Snow,2023,1h 32m,PG,5.6,,"1h 32m
PG
5.6
 (3.7K)
Rate
A separated social worker takes his daughter on a ride-along with him on Christmas Eve.",,,,,,,,,0.01,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.8,0.0,1.0,0.05,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0
Smiley Face,2007,1h 25m,R,5.8,20K,"1h 25m
R
5.8
 (20K)
Rate
71
Metascore
After a young actress unknowingly eats her roommate's marijuana cupcakes, her day becomes a series of misadventures.",,,,,,,,,0.05,0.01,0.0,0.1,0.0,0.7,0.05,0.85,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Paranormal Activity 4,2012,1h 28m,R,4.6,71K,"1h 28m
R
4.6
 (71K)
Rate
40
Metascore
It has been five years since the disappearance of Katie and Hunter, and a suburban family witness strange events in their neighborhood when a woman and a mysterious child move in.",,,,,,,,,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.95,0.0,0.0,0.98,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
The Valet,2022,2h 4m,PG,6.7,17K,"2h 4m
PG-13
6.7
 (17K)
Rate
62
Metascore
A movie star enlists a parking valet at a Beverly Hills restaurant to pose as her lover to cover for her relationship with a married man.",,,,,,,,,0.1,0.05,0.0,0.05,0.0,0.7,0.05,0.65,0.0,0.55,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.2,0.0,0.8,0.85,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
